Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,Depth,Water1,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed
2,8/16/2007,77,67,72,NA,65,68,0,7,NA,NA,BR,NA,NA,NA,0,29.33,29.95,3.5,1,5.7
1,8/17/2007,79,60,70,-2,54,61,0,5,501,1851, ,0,NA,0,0,29.41,30.1,5.9,32,6.8
2,8/17/2007,80,65,73,NA,54,62,0,8,NA,NA, ,NA,NA,NA,0,29.46,30.08,6.1,31,7.4
1,8/18/2007,68,59,64,-8,54,58,1,0,502,1849,RA,0,NA,0,0.09,29.44,30.16,6.4,12,8.1
2,8/18/2007,69,60,65,NA,54,58,0,0,NA,NA,RA,NA,NA,NA,0.42,29.48,30.15,6.1,13,7
1,8/19/2007,68,62,65,-6,62,64,0,0,503,1848,TS RA BR,0,NA,0,1.33,29.24,29.99,6,10,7.4
2,8/19/2007,69,62,66,NA,63,64,0,1,NA,NA,TS RA BR,NA,NA,NA,1.33,29.3,29.98,5.5,10,7.5
1,8/20/2007,78,68,73,2,68,69,0,8,504,1846,TSRA RA BR,0,NA,0,0.91,29.15,29.87,0.5,12,5.7
2,8/20/2007,76,68,72,NA,69,70,0,7,NA,NA,TS TSRA RA BR HZ,NA,NA,NA,0.48,29.21,29.85,2.4,20,5.9
1,8/21/2007,87,69,78,7,70,72,0,13,505,1845,BR HZ,0,NA,0,0,29.21,29.91,3.8,18,6
2,8/21/2007,85,69,77,NA,70,72,0,12,NA,NA,BR,NA,NA,NA,0.01,29.26,29.89,3.5,17,6
1,8/22/2007,90,69,80,9,71,73,0,15,506,1843,TS TSRA RA,0,NA,0,0.37,29.23,29.94,5.3,21,9.5
2,8/22/2007,90,70,80,NA,70,73,0,15,NA,NA,TSRA RA BR,NA,NA,NA,0.88,29.29,29.93,5.1,21,8.4
1,8/23/2007,87,69,78,7,69,71,0,13,508,1842,TS TSRA RA BR VCTS,0,NA,0,2.35,29.15,29.87,9.6,21,11.7
2,8/23/2007,89,70,80,NA,69,71,0,15,NA,NA,TS TSRA BR,NA,NA,NA,1.96,29.21,29.86,6.7,21,9.1
1,8/24/2007,80,69,75,4,67,69,0,10,509,1840,TSRA RA,0,NA,0,0.24,29.11,29.82,5.8,25,7.1
2,8/24/2007,81,69,75,NA,67,69,0,10,NA,NA,TS TSRA RA BR,NA,NA,NA,0.2,29.16,29.81,5.5,25,7.3
1,8/25/2007,79,64,72,2,63,66,0,7,510,1839,RA,0,NA,0,0.34,29.23,29.93,3,36,5.6
2,8/25/2007,76,65,71,NA,63,66,0,6,NA,NA,RA BR,NA,NA,NA,0.25,29.29,29.91,2.4,3,6.4
1,8/26/2007,79,60,70,0,55,61,0,5,511,1837, ,0,NA,0,0,29.38,30.08,3.6,11,5.4
2,8/26/2007,78,61,70,NA,55,62,0,5,NA,NA, ,NA,NA,NA,0,29.44,30.07,3.7,11,4.6
1,8/27/2007,79,60,70,0,60,64,0,5,512,1835, ,0,NA,0,0,29.36,30.07,6.5,17,7.4
2,8/27/2007,79,63,71,NA,59,64,0,6,NA,NA, ,NA,NA,NA,0,29.41,30.06,6.4,16,7.3
1,8/28/2007,91,67,79,9,66,70,0,14,513,1834, ,0,NA,0,0,29.28,29.99,9,20,9.5
2,8/28/2007,90,69,80,NA,65,70,0,15,NA,NA, ,NA,NA,NA,0,29.34,29.98,7.8,21,8.3
1,8/29/2007,85,68,77,7,65,69,0,12,514,1832, ,0,NA,0,0,29.34,30.04,5.6,3,8.2
2,8/29/2007,86,69,78,NA,64,69,0,13,NA,NA, ,NA,NA,NA,0,29.39,30.02,5.3,3,8.8
1,8/30/2007,75,57,66,-4,54,60,0,1,515,1831, ,0,NA,0,0,29.47,30.18,9.1,2,9.9
2,8/30/2007,75,60,68,NA,54,61,0,3,NA,NA, ,NA,NA,NA,0,29.51,30.15,10.8,3,10.9
1,8/31/2007,77,57,67,-2,52,59,0,2,516,1829, ,0,NA,0,0,29.47,30.19,3.9,4,5.2
2,8/31/2007,76,57,67,NA,54,60,0,2,NA,NA, ,NA,NA,NA,0,29.52,30.17,3,6,4.6
1,9/1/2007,81,57,69,1,55,61,0,4,517,1827, ,0,NA,0,0,29.49,30.22,4.2,11,5
2,9/1/2007,79,60,70,NA,56,62,0,5,NA,NA, ,NA,NA,NA,0,29.54,30.2,4.4,11,4.4
1,9/2/2007,85,61,73,5,57,63,0,8,518,1826, ,0,NA,0,0,29.41,30.15,4.2,21,5
2,9/2/2007,84,62,73,NA,56,63,0,8,NA,NA, ,NA,NA,NA,0,29.47,30.13,4.8,21,6
1,9/3/2007,88,66,77,9,61,67,0,12,519,1824, ,0,NA,0,0,29.36,30.09,2,27,5.8
2,9/3/2007,88,64,76,NA,61,67,0,11,NA,NA, ,NA,NA,NA,0,29.42,30.07,3,25,6.2
1,9/4/2007,89,63,76,8,60,66,0,11,520,1822, ,0,NA,0,0,29.28,30,2.8,22,4.3
2,9/4/2007,90,67,79,NA,59,67,0,14,NA,NA, ,NA,NA,NA,0,29.34,29.99,2.2,24,5
1,9/5/2007,90,66,78,11,63,69,0,13,521,1821,RA,0,NA,0,0,29.24,29.96,6.4,19,6.5
2,9/5/2007,91,72,82,NA,62,69,0,17,NA,NA, ,NA,NA,NA,0,29.31,29.94,6.4,19,6.7
1,9/6/2007,82,73,78,11,67,70,0,13,522,1819,RA HZ,0,NA,0,0.18,29.21,29.92,11.9,20,12.1
2,9/6/2007,84,74,79,NA,66,70,0,14,NA,NA,TSRA HZ,NA,NA,NA,0.08,29.27,29.91,12.8,20,13
1,9/7/2007,84,70,77,10,68,70,0,12,523,1817,TSRA RA BR HZ,0,NA,0,0.19,29.15,29.85,10.4,23,13.9
2,9/7/2007,84,71,78,NA,67,70,0,13,NA,NA,TSRA RA BR HZ,NA,NA,NA,0.67,29.21,29.84,9.5,23,13
1,9/8/2007,78,64,71,5,57,63,0,6,524,1815, ,0,NA,0,0,29.3,30,6,5,7.2
2,9/8/2007,78,68,73,NA,58,64,0,8,NA,NA, ,NA,NA,NA,0,29.34,29.98,8.4,5,9.4
1,9/9/2007,80,63,72,6,59,63,0,7,525,1814, ,0,NA,0,0,29.36,30.06,9.2,3,9.9
2,9/9/2007,79,63,71,NA,59,64,0,6,NA,NA, ,NA,NA,NA,0,29.41,30.03,10.1,3,10.9
1,9/10/2007,74,54,64,-2,58,60,1,0,526,1812,RA BR,0,NA,0,0.36,29.3,30.04,7.2,2,9
2,9/10/2007,73,55,64,NA,59,62,1,0,NA,NA,RA,NA,NA,NA,0.25,29.34,30.01,7.4,3,9.7
1,9/11/2007,71,50,61,-4,44,52,4,0,527,1810, ,0,NA,0,0,29.2,29.92,11.7,29,13.5
2,9/11/2007,71,51,61,NA,44,52,4,0,NA,NA, ,NA,NA,NA,0,29.26,29.91,12.1,29,13.7
1,9/12/2007,67,46,57,-8,42,49,8,0,528,1809, ,0,NA,0,0,29.4,30.12,1.8,3,5.6
2,9/12/2007,66,46,56,NA,43,50,9,0,NA,NA, ,NA,NA,NA,0,29.46,30.11,1.9,5,6
1,9/13/2007,78,50,64,-1,45,54,1,0,529,1807, ,0,NA,0,0,29.23,29.99,8.3,19,8.5
2,9/13/2007,79,53,66,NA,43,54,0,1,NA,NA, ,NA,NA,NA,0,29.3,29.98,7.1,20,7.7
1,9/14/2007,66,45,56,-8,39,48,9,0,530,1805, ,0,NA,0,0,29.36,30.05,12.1,32,13.4
2,9/14/2007,67,47,57,NA,40,49,8,0,NA,NA, ,NA,NA,NA,0,29.41,30.04,11.7,32,13
1,9/15/2007,61,39,50,-14,33,43,15,0,531,1803, ,0,NA,0,0,29.56,30.28,1.4,33,5.9
2,9/15/2007,62,42,52,NA,35,45,13,0,NA,NA, ,NA,NA,NA,0,29.62,30.28,1.1,35,6.6
1,9/16/2007,71,44,58,-6,40,49,7,0,532,1760, ,0,NA,0,0,29.46,30.19,6.8,18,7.4
2,9/16/2007,72,49,61,NA,38,50,4,0,NA,NA, ,NA,NA,NA,0,29.52,30.2,7.7,18,8.2
1,9/17/2007,80,52,66,2,49,57,0,1,533,1758, ,0,NA,0,0,29.39,30.12,11.7,17,12.1
2,9/17/2007,80,55,68,NA,48,57,0,3,NA,NA, ,NA,NA,NA,0,29.46,30.12,10.6,17,11
1,9/18/2007,88,63,76,12,58,65,0,11,535,1756, ,0,NA,0,0,29.34,30.06,12.9,19,13.1
2,9/18/2007,89,66,78,NA,57,65,0,13,NA,NA, ,NA,NA,NA,0,29.41,30.05,12.5,19,12.8
1,9/19/2007,84,65,75,12,59,65,0,10,536,1755, ,0,NA,0,0,29.41,30.11,5,26,9.7
2,9/19/2007,84,68,76,NA,59,65,0,11,NA,NA, ,NA,NA,NA,0,29.47,30.09,3.5,25,9
1,9/20/2007,78,60,69,7,59,63,0,4,537,1753, ,0,NA,0,0,29.39,30.12,5.3,7,6.6
2,9/20/2007,76,63,70,NA,59,64,0,5,NA,NA, ,NA,NA,NA,0,29.44,30.1,5.6,8,6.1
1,9/21/2007,88,64,76,14,59,66,0,11,538,1751,HZ,0,NA,0,0,29.18,29.9,10.3,21,12.4
2,9/21/2007,90,68,79,NA,59,66,0,14,NA,NA,HZ,NA,NA,NA,0,29.23,29.89,9.8,22,11.5
1,9/22/2007,74,51,63,1,43,53,2,0,539,1749, ,0,NA,0,0,29.42,30.12,2.6,3,6.8
2,9/22/2007,72,58,65,NA,45,55,0,0,NA,NA, ,NA,NA,NA,0,29.48,30.1,4.3,1,7.7
1,9/23/2007,84,50,67,6,50,58,0,2,540,1748, ,0,NA,0,0,29.43,30.16,4.6,13,5.3
2,9/23/2007,83,55,69,NA,50,59,0,4,NA,NA, ,NA,NA,NA,0,29.49,30.15,5.9,12,6.4
1,9/24/2007,90,68,79,18,63,68,0,14,541,1746, ,0,NA,0,0,29.27,29.99,11.4,19,11.9
2,9/24/2007,91,71,81,NA,62,69,0,16,NA,NA, ,NA,NA,NA,0,29.34,29.98,10,19,10.5
1,9/25/2007,85,63,74,13,65,69,0,9,542,1744,TS RA,0,NA,0,0.27,29.23,29.95,7.9,23,10.5
2,9/25/2007,83,67,75,NA,66,69,0,10,NA,NA,TSRA,NA,NA,NA,0.01,29.29,29.93,7.3,23,9.4
1,9/26/2007,69,53,61,1,50,55,4,0,543,1742,RA,0,NA,0,0.09,29.31,30.03,4.3,1,6.6
2,9/26/2007,68,55,62,NA,51,56,3,0,NA,NA,RA BR,NA,NA,NA,0.14,29.37,30.02,4.8,2,7.3
1,9/27/2007,75,49,62,2,49,55,3,0,544,1741,BR,0,NA,0,0,29.26,29.97,4.9,24,6.5
2,9/27/2007,74,52,63,NA,49,55,2,0,NA,NA,RA BCFG BR,NA,NA,NA,0,29.31,29.97,4.5,25,5.8
1,9/28/2007,73,53,63,4,46,53,2,0,545,1739, ,0,NA,0,0,29.47,30.17,2.3,4,7.1
2,9/28/2007,73,53,63,NA,46,54,2,0,NA,NA, ,NA,NA,NA,0,29.52,30.16,3.1,7,6.6
1,9/29/2007,80,50,65,6,46,55,0,0,546,1737, ,0,NA,0,0,29.5,30.23,9.5,17,9.8
2,9/29/2007,82,52,67,NA,45,55,0,2,NA,NA, ,NA,NA,NA,0,29.57,30.23,8.4,17,8.8
1,9/30/2007,83,59,71,12,49,59,0,6,547,1735,TSRA BR,0,NA,0,0.14,29.36,30.1,14.4,19,14.6
2,9/30/2007,84,61,73,NA,48,59,0,8,NA,NA,TSRA BR,NA,NA,NA,0.14,29.44,30.1,12.9,19,13.2
1,10/1/2007,69,59,64,6,59,61,1,0,548,1734,RA DZ FG+ BCFG BR,0,NA,0,0.29,29.28,30,6.1,22,8.1
2,10/1/2007,68,59,64,NA,59,61,1,0,NA,NA,RA BR,NA,NA,NA,0.17,29.35,30,7.9,21,8.9
1,10/2/2007,78,57,68,10,59,63,0,3,549,1732,RA FG+ NAIFG BR,0,NA,0,0.09,29.18,29.92,10.8,19,11.1
2,10/2/2007,80,59,70,NA,59,63,0,5,NA,NA,RA BR,NA,NA,NA,0.11,29.25,29.92,10,19,10.3
1,10/3/2007,74,55,65,8,48,56,0,0,550,1730, ,0,NA,0,0,29.28,29.98,5.9,26,7.1
2,10/3/2007,74,56,65,NA,47,56,0,0,NA,NA, ,NA,NA,NA,0,29.34,29.97,4.8,25,7.1
1,10/4/2007,82,51,67,10,56,61,0,2,552,1729,HZ,0,NA,0,0,29.34,30.04,3.9,17,4.6
2,10/4/2007,83,56,70,NA,56,62,0,5,NA,NA, ,NA,NA,NA,0,29.39,30.03,4.6,17,5.9
1,10/5/2007,84,62,73,16,65,68,0,8,553,1727,HZ,0,NA,0,0,29.36,30.08,7,17,7
2,10/5/2007,85,68,77,NA,65,69,0,12,NA,NA,RA BR,NA,NA,NA,0.06,29.42,30.06,6.8,18,7
1,10/6/2007,87,69,78,22,67,70,0,13,554,1725, ,0,NA,0,0,29.33,30.04,6.9,20,7.4
2,10/6/2007,88,71,80,NA,66,71,0,15,NA,NA, ,NA,NA,NA,0,29.39,30.03,6.4,21,6.7
1,10/7/2007,87,67,77,21,66,70,0,12,555,1724, ,0,NA,0,0,29.31,30.03,5.2,19,5.9
2,10/7/2007,88,70,79,NA,65,70,0,14,NA,NA, ,NA,NA,NA,0,29.38,30.01,5.3,19,5.9
1,10/8/2007,87,60,74,18,61,66,0,9,556,1722, ,0,NA,0,0,29.23,29.93,7.7,24,10.1
2,10/8/2007,88,62,75,NA,60,66,0,10,NA,NA, ,NA,NA,NA,0,29.28,29.92,7.3,24,9.9
1,10/9/2007,76,49,63,8,44,53,2,0,557,1720, ,0,NA,0,0,29.21,29.94,11.5,28,12.8
2,10/9/2007,77,50,64,NA,44,53,1,0,NA,NA, ,NA,NA,NA,0,29.27,29.93,12.1,28,13.3
1,10/10/2007,54,47,51,-4,38,44,14,0,558,1719,RA DZ,0,NA,0,0,29.21,29.93,15.1,31,15.5
2,10/10/2007,53,47,50,NA,37,44,15,0,NA,NA, ,NA,NA,NA,0,29.26,29.93,14.4,31,14.6
1,10/11/2007,54,46,50,-4,39,45,15,0,559,1717, ,0,NA,0,0,29.28,30.01,11.9,36,12.9
2,10/11/2007,56,48,52,NA,39,45,13,0,NA,NA, ,NA,NA,NA,0,29.34,30,14.6,36,15.5
1,10/12/2007,56,41,49,-5,35,43,16,0,600,1715, ,0,NA,0,0,29.28,30.02,3.4,35,4.6
2,10/12/2007,57,45,51,NA,35,43,14,0,NA,NA, ,NA,NA,NA,0,29.34,30.02,2.8,36,5.4
1,10/13/2007,59,40,50,-3,41,47,15,0,602,1714, ,0,NA,0,0,29.31,30.04,2.7,20,3.5
2,10/13/2007,59,44,52,NA,40,47,13,0,NA,NA, ,NA,NA,NA,0,29.38,30.04,3.6,21,4.7
1,10/14/2007,61,53,57,4,49,53,8,0,603,1712,RA,0,NA,0,0.15,29.34,30.06,5.6,11,6.6
2,10/14/2007,63,55,59,NA,47,52,6,0,NA,NA,RA,NA,NA,NA,0.01,29.4,30.06,5.7,12,6
1,10/15/2007,74,51,63,10,52,57,2,0,604,1711,RA BR,0,NA,0,0.07,29.21,29.95,4.1,14,5.6
2,10/15/2007,77,55,66,NA,50,57,0,1,NA,NA,RA,NA,NA,NA,0.04,29.26,29.94,6.6,16,6.9
1,10/16/2007,67,52,60,8,54,57,5,0,605,1709,RA DZ BR,0,NA,0,0.24,29.16,29.88,6.4,21,7.5
2,10/16/2007,68,56,62,NA,55,58,3,0,NA,NA,RA BR,NA,NA,NA,0.19,29.23,29.88,6.5,21,7.3
1,10/17/2007,72,47,60,8,53,57,5,0,606,1707,RA HZ,0,NA,0,0.04,29.07,29.83,9.3,14,9.8
2,10/17/2007,74,50,62,NA,53,57,3,0,NA,NA,RA HZ,NA,NA,NA,0.11,29.13,29.83,8.6,14,9.1
1,10/18/2007,78,59,69,18,56,61,0,4,607,1706,RA BR,0,NA,0,0.3,28.59,29.34,17.2,19,18.9
2,10/18/2007,79,60,70,NA,57,62,0,5,NA,NA,TSRA RA BR,NA,NA,NA,0.34,28.67,29.34,15.5,19,17.2
1,10/19/2007,60,52,56,5,48,52,9,0,608,1704,RA BR,0,NA,0,0.01,28.75,29.44,16.2,24,16.7
2,10/19/2007,61,53,57,NA,48,52,8,0,NA,NA,RA DZ,NA,NA,NA,0,28.82,29.45,17.7,24,18
1,10/20/2007,73,47,60,10,43,52,5,0,610,1703, ,0,NA,0,0,29.02,29.71,10.9,21,12
2,10/20/2007,74,47,61,NA,43,52,4,0,NA,NA, ,NA,NA,NA,0,29.1,29.72,11.1,21,11.7
1,10/21/2007,80,60,70,20,47,57,0,5,611,1701, ,0,NA,0,0,29.08,29.78,18,20,18.2
2,10/21/2007,79,61,70,NA,46,56,0,5,NA,NA, ,NA,NA,NA,0,29.15,29.78,16.7,20,16.8
1,10/22/2007,67,46,57,7,47,50,8,0,612,1660,RA DZ BR,0,NA,0,0.16,29.26,29.97,5.2,36,9.2
2,10/22/2007,66,47,57,NA,47,51,8,0,NA,NA,RA DZ BR,NA,NA,NA,0.15,29.32,29.96,5.8,1,10.3
1,10/23/2007,58,43,51,2,36,44,14,0,613,1658, ,0,NA,0,0,29.2,29.93,5.2,31,8.2
2,10/23/2007,53,46,50,NA,39,45,15,0,NA,NA,RA,NA,NA,NA,0.03,29.26,29.93,4,31,7.9
1,10/24/2007,55,43,49,0,35,42,16,0,614,1657, ,0,NA,0,0,29.46,30.16,13.3,2,14.5
2,10/24/2007,53,45,49,NA,35,43,16,0,NA,NA, ,NA,NA,NA,0,29.51,30.16,16,2,17.3
1,10/25/2007,55,45,50,2,39,46,15,0,616,1656,RA,0,NA,0,0,29.47,30.2,13.9,6,14.1
2,10/25/2007,57,45,51,NA,40,46,14,0,NA,NA,RA,NA,NA,NA,0,29.52,30.2,14.5,6,14.7
1,10/26/2007,65,53,59,11,48,52,6,0,617,1654,RA BR,0,NA,0,0.33,29.31,30.07,6.2,5,6.9
2,10/26/2007,66,53,60,NA,49,52,5,0,NA,NA,RA BR,NA,NA,NA,0.41,29.38,30.06,4.2,6,7.2
1,10/27/2007,55,37,46,-2,38,45,19,0,618,1653,RA BR,0,NA,0,0.01,29.56,30.25,9.4,32,9.9
2,10/27/2007,57,39,48,NA,41,46,17,0,NA,NA,RA BR HZ,NA,NA,NA,0.08,29.62,30.25,7.9,31,9.1
1,10/28/2007,56,34,45,-2,30,39,20,0,619,1651, ,0,NA,0,0,29.79,30.52,3.4,23,4.2
2,10/28/2007,56,34,45,NA,30,39,20,0,NA,NA, ,NA,NA,NA,0,29.86,30.53,3.5,23,4.1
1,10/29/2007,61,39,50,3,32,42,15,0,620,1650, ,0,NA,0,0,29.63,30.4,10.2,22,10.4
2,10/29/2007,60,39,50,NA,32,42,15,0,NA,NA, ,NA,NA,NA,0,29.7,30.41,9.1,22,9.3
1,10/30/2007,66,41,54,8,38,46,11,0,622,1649, ,0,NA,0,0,29.43,30.2,12.2,20,12.5
2,10/30/2007,66,42,54,NA,37,46,11,0,NA,NA, ,NA,NA,NA,0,29.51,30.22,10.8,20,10.9
1,10/31/2007,62,41,52,6,37,46,13,0,623,1647, ,0,NA,0,0,29.3,30.02,12.2,25,14.3
2,10/31/2007,63,43,53,NA,38,46,12,0,NA,NA, ,NA,NA,NA,0,29.36,30.03,12.2,25,15
1,5/1/2008,74,48,61,8,51,56,4,0,448,1849, ,0,NA,0,0,28.95,29.67,10.6,16,11.5
2,5/1/2008,73,48,61,NA,51,57,4,0,NA,NA, ,NA,NA,NA,0,29.01,29.67,9.8,17,10.4
1,5/2/2008,74,51,63,9,55,58,2,0,447,1850,TSRA RA BR,0,NA,0,1.28,28.79,29.53,13.8,20,15.1
2,5/2/2008,74,55,65,NA,56,60,0,0,NA,NA,TSRA RA BR,NA,NA,NA,0.74,28.85,29.52,11.9,19,13
1,5/3/2008,56,43,50,-4,41,46,15,0,446,1851,RA,0,NA,0,0,29.01,29.69,10.4,25,12.7
2,5/3/2008,56,44,50,NA,42,46,15,0,NA,NA,RA BR,NA,NA,NA,0.01,29.08,29.69,11.2,25,12.7
1,5/4/2008,65,38,52,-2,34,45,13,0,444,1852, ,0,NA,0,0,29.31,30.02,5.6,24,6.3
2,5/4/2008,66,39,53,NA,33,45,12,0,NA,NA, ,NA,NA,NA,0,29.38,30.02,5.1,23,5.6
1,5/5/2008,75,50,63,8,38,50,2,0,443,1853, ,0,NA,0,0,29.27,29.99,4.4,26,7
2,5/5/2008,74,50,62,NA,38,50,3,0,NA,NA, ,NA,NA,NA,0,29.34,29.99,3.7,23,6.2
1,5/6/2008,81,46,64,9,44,55,1,0,442,1855, ,0,NA,0,0,29.16,29.88,6.3,22,7.1
2,5/6/2008,82,52,67,NA,43,55,0,2,NA,NA, ,NA,NA,NA,0,29.23,29.88,6.9,22,8.8
1,5/7/2008,70,49,60,5,52,56,5,0,441,1856,RA BR,0,NA,0,0.76,28.97,29.69,3.5,23,12.3
2,5/7/2008,71,50,61,NA,53,56,4,0,NA,NA,RA BR,NA,NA,NA,0.71,29.03,29.69,1.9,22,11.1
1,5/8/2008,59,45,52,-4,35,44,13,0,439,1857, ,0,NA,0,0,29.08,29.82,12.2,5,12.6
2,5/8/2008,59,47,53,NA,36,45,12,0,NA,NA, ,NA,NA,NA,0,29.14,29.81,14.3,5,15
1,5/9/2008,58,41,50,-6,34,43,15,0,438,1858, ,0,NA,0,0,29.15,29.85,6.3,3,6.9
2,5/9/2008,58,42,50,NA,35,44,15,0,NA,NA, ,NA,NA,NA,0,29.2,29.85,6.5,3,7
1,5/10/2008,61,38,50,-6,37,45,15,0,437,1859, ,0,NA,0,0,29.08,29.85,5.9,7,6.3
2,5/10/2008,61,41,51,NA,39,46,14,0,NA,NA, ,NA,NA,NA,0,29.15,29.84,6,8,6.6
1,5/11/2008,58,46,52,-5,43,47,13,0,436,1860,RA BR,0,NA,0,0.95,28.85,29.55,14.5,2,17.7
2,5/11/2008,60,47,54,NA,44,48,11,0,NA,NA,RA BR,NA,NA,NA,1.46,28.89,29.53,14.3,2,17.8
1,5/12/2008,56,40,48,-9,38,43,17,0,435,1901, ,0,NA,0,0,29.26,29.96,5.1,7,7.8
2,5/12/2008,53,41,47,NA,39,43,18,0,NA,NA, ,NA,NA,NA,0,29.32,29.96,4.9,6,7.6
1,5/13/2008,73,40,57,-1,45,51,8,0,434,1902,TSRA RA,0,NA,0,0.08,29.2,29.93,15.5,18,15.9
2,5/13/2008,73,45,59,NA,45,52,6,0,NA,NA,TSRA RA,NA,NA,NA,0.32,29.28,29.95,13.7,18,14.4
1,5/14/2008,64,45,55,-3,48,52,10,0,433,1903,DZ BR,0,NA,0,0.02,29.19,29.89,2,25,9.6
2,5/14/2008,61,46,54,NA,49,52,11,0,NA,NA,RA BR,NA,NA,NA,0.02,29.25,29.89,2.5,21,8.9
1,5/15/2008,57,43,50,-8,37,45,15,0,432,1904, ,0,NA,0,0,29.33,30.05,6.8,5,7.9
2,5/15/2008,57,43,50,NA,37,45,15,0,NA,NA, ,NA,NA,NA,0,29.38,30.05,7.5,5,8.1
1,5/16/2008,73,40,57,-2,41,50,8,0,431,1905, ,0,NA,0,0,29.1,29.86,8.9,25,9.4
2,5/16/2008,72,41,57,NA,41,50,8,0,NA,NA, ,NA,NA,NA,0,29.16,29.86,8.3,25,8.8
1,5/17/2008,73,52,63,4,41,52,2,0,430,1906,RA,0,NA,0,0.12,28.87,29.61,12.9,30,14.7
2,5/17/2008,73,50,62,NA,41,52,3,0,NA,NA,TSRA RA BR,NA,NA,NA,0.26,28.94,29.61,11.2,29,14.1
1,5/18/2008,55,44,50,-10,39,45,15,0,429,1907, ,0,NA,0,0,28.93,29.64,3.5,34,8.2
2,5/18/2008,55,45,50,NA,40,46,15,0,NA,NA, ,NA,NA,NA,0,28.98,29.63,1.6,35,7.9
1,5/19/2008,60,40,50,-10,33,43,15,0,428,1908,RA,0,NA,0,0,28.96,29.69,3.9,7,5.7
2,5/19/2008,59,42,51,NA,34,44,14,0,NA,NA,RA,NA,NA,NA,0,29.02,29.69,4.4,7,6.2
1,5/20/2008,66,47,57,-4,37,47,8,0,427,1909, ,0,NA,0,0,28.94,29.66,7.3,31,9.2
2,5/20/2008,64,49,57,NA,37,47,8,0,NA,NA, ,NA,NA,NA,0,29,29.66,6.9,30,7.7
1,5/21/2008,66,41,54,-7,36,46,11,0,426,1910, ,0,NA,0,0,29,29.7,7.2,32,9.2
2,5/21/2008,65,45,55,NA,36,46,10,0,NA,NA, ,NA,NA,NA,0,29.05,29.7,6.8,33,8.8
1,5/22/2008,59,45,52,-9,38,45,13,0,425,1911, ,0,NA,0,0,29.24,29.94,8.8,5,9.8
2,5/22/2008,56,47,52,NA,38,45,13,0,NA,NA, ,NA,NA,NA,0,29.29,29.93,10.5,5,11.2
1,5/23/2008,57,46,52,-9,39,45,13,0,425,1912, ,0,NA,0,0,29.41,30.12,10.7,3,10.9
2,5/23/2008,59,48,54,NA,40,46,11,0,NA,NA, ,NA,NA,NA,0,29.47,30.11,10.4,3,10.7
1,5/24/2008,67,40,54,-8,40,48,11,0,424,1913, ,0,NA,0,0,29.44,30.18,7.4,7,8.4
2,5/24/2008,68,44,56,NA,38,48,9,0,NA,NA, ,NA,NA,NA,0,29.51,30.17,6.9,7,7.4
1,5/25/2008,78,44,61,-1,50,57,4,0,423,1914,TSRA,0,NA,0,0,29.18,29.93,10.3,18,11.9
2,5/25/2008,78,51,65,NA,48,57,0,0,NA,NA, ,NA,NA,NA,0,29.26,29.93,11.1,17,12.4
1,5/26/2008,81,47,64,2,60,64,1,0,422,1915,TSRA RA BR,0,NA,0,0.48,29.11,29.81,6.2,25,11.8
2,5/26/2008,84,53,69,NA,60,65,0,4,NA,NA,TS TSRA RA HZ,NA,NA,NA,0,29.17,29.8,7.3,24,12
1,5/27/2008,50,42,46,-16,35,42,19,0,422,1916, ,0,NA,0,0,29.5,30.19,19.2,3,19.3
2,5/27/2008,53,45,49,NA,36,43,16,0,NA,NA,RA,NA,NA,NA,0,29.54,30.18,18,2,17.4
1,5/28/2008,62,43,53,-10,32,43,12,0,421,1916, ,0,NA,0,0,29.6,30.34,8.2,6,8.7
2,5/28/2008,61,45,53,NA,35,44,12,0,NA,NA, ,NA,NA,NA,0,29.66,30.33,7.8,7,8.5
1,5/29/2008,67,42,55,-9,37,47,10,0,421,1917,RA,0,NA,0,0.01,29.39,30.16,3.5,11,4.2
2,5/29/2008,68,45,57,NA,38,48,8,0,NA,NA,RA,NA,NA,NA,0.08,29.46,30.17,2.2,10,3.8
1,5/30/2008,77,55,66,2,59,62,0,1,420,1918,TSRA RA BR,0,NA,0,0.4,29.03,29.79,8.4,21,10.4
2,5/30/2008,77,58,68,NA,60,63,0,3,NA,NA,TS RA BR,NA,NA,NA,0.3,29.09,29.79,9.4,20,10.7
1,5/31/2008,79,59,69,5,56,62,0,4,420,1919, ,0,NA,0,0,29.1,29.8,10.8,28,11.9
2,5/31/2008,79,60,70,NA,56,62,0,5,NA,NA, ,NA,NA,NA,0,29.15,29.79,11.1,28,12.3
1,6/1/2008,74,53,64,0,47,55,1,0,419,1920, ,0,NA,0,0,29.23,29.95,4.6,10,5.4
2,6/1/2008,71,56,64,NA,46,55,1,0,NA,NA, ,NA,NA,NA,0,29.29,29.94,5.6,8,5.9
1,6/2/2008,86,56,71,7,52,60,0,6,419,1920,RA,0,NA,0,0,29.16,29.89,1.9,8,4.8
2,6/2/2008,85,61,73,NA,53,61,0,8,NA,NA, ,NA,NA,NA,0,29.21,29.87,1.7,13,5.7
1,6/3/2008,69,55,62,-2,55,57,3,0,418,1921,TSRA RA FG+ FG BR,0,NA,0,0.52,28.97,29.69,7.3,4,9.2
